"t" "mg"
"1725" 2141.69114583333 3.44
"1726" 2142.27925925926 3.13
"1727" 2143.05105324074 3.07
"1728" 2145.45327546296 3.26
"1729" 2146.92123842593 3.22
"1730" 2147.79959490741 3.1
"1731" 2147.80180555556 3.35
"1732" 2147.82142361111 3.11
"1733" 2147.82450231481 3.12
"1734" 2147.85634259259 3.22
"1735" 2149.78459490741 3.28
"1736" 2153.1458912037 3
"1737" 2154.59112268518 3.09
"1738" 2154.8353587963 3.01
"1739" 2155.72430555556 3.01
"1740" 2161.80336805556 3.47
"1741" 2161.80997685185 3.44
"1742" 2161.85952546296 4.07
"1743" 2161.93771990741 3.1
"1744" 2163.30332175926 4.42
"1745" 2167.13568287037 3.54
"1746" 2170.51435185185 4.53
"1747" 2176.97353009259 3.45
"1748" 2178.60212962963 4.14
"1749" 2180.37331018518 3.06
"1750" 2180.38204861111 3.11
"1751" 2182.46070601852 3.67
"1752" 2183.68561342593 3.03
"1753" 2184.02621527778 3.54
"1754" 2185.47332175926 3.34
"1755" 2187.16568287037 3.2
"1756" 2188.25748842593 3.24
"1757" 2188.73689814815 4.23
"1758" 2188.75050925926 3.22
"1759" 2188.75133101852 3.37
"1760" 2190.31025462963 3
"1761" 2190.44880787037 3.75
"1762" 2190.88582175926 3.08
"1763" 2190.90946759259 3.13
"1764" 2191.87072916667 3.15
"1765" 2193.29146990741 3.31
"1766" 2193.74366898148 3.64
"1767" 2194.82947916667 3.55
"1768" 2196.26171296296 3.02
"1769" 2199.32928240741 3.21
"1770" 2202.39039351852 4.01
"1771" 2203.29788194444 3.74
"1772" 2203.71554398148 4.14
"1773" 2204.16037037037 3.49
"1774" 2209.310625 3.57
"1775" 2210.86061342593 3.92
"1776" 2212.85604166667 3.46
"1777" 2221.91752314815 3.04
"1778" 2221.91804398148 3
"1779" 2221.91960648148 3.13
"1780" 2222.50652777778 3.27
"1781" 2227.36876157407 3.54
"1782" 2227.47960648148 3.17
"1783" 2229.09313657407 3.58
"1784" 2229.10328703704 3.04
"1785" 2239.4903125 3.48
"1786" 2240.99512731481 4.29
"1787" 2240.99646990741 3.48
"1788" 2241.24128472222 3.25
"1789" 2251.19263888889 3.68
"1790" 2251.32194444444 5.51
"1791" 2251.32423611111 3.02
"1792" 2251.33476851852 3.22
"1793" 2251.33481481482 3.11
"1794" 2251.33565972222 3.19
"1795" 2251.33783564815 3.39
"1796" 2251.34108796296 3.28
"1797" 2251.35760416667 4.03
"1798" 2251.39986111111 3.3
"1799" 2251.40273148148 3.68
"1800" 2251.40396990741 3.11
"1801" 2251.4040162037 3.24
"1802" 2251.4169212963 3.05
"1803" 2251.46440972222 3.41
"1804" 2251.47434027778 4.72
"1805" 2251.48002314815 3.42
"1806" 2251.57381944444 3.1
"1807" 2251.8412037037 3.08
"1808" 2252.18905092593 3.3
"1809" 2252.20520833333 3.34
"1810" 2252.31052083333 3.17
"1811" 2252.33347222222 3.29
"1812" 2253.06001157407 4.47
"1813" 2255.03142361111 3.65
"1814" 2257.08459490741 3.14
"1815" 2258.0853125 3.22
"1816" 2258.6008912037 3.84
"1817" 2261.11159722222 3.37
"1818" 2262.80983796296 3.36
"1819" 2262.81222222222 3.06
"1820" 2266.27704861111 3.05
"1821" 2268.29277777778 3.61
"1822" 2268.9143287037 3.34
"1823" 2275.3090162037 3.03
"1824" 2275.7655787037 3.06
"1825" 2279.9240162037 3.09
"1826" 2281.89512731481 3.01
"1827" 2282.29152777778 3.99
"1828" 2285.38447916667 3.97
"1829" 2285.66295138889 4.52
"1830" 2286.28314814815 3.37
"1831" 2288.33825231481 4.14
"1832" 2292.88038194444 3.08
"1833" 2293.31082175926 3.01
"1834" 2293.34230324074 3.61
"1835" 2293.40689814815 3.4
"1836" 2293.82046296296 3.17
"1837" 2294.78333333333 3.04
"1838" 2295.75984953704 3.63
"1839" 2297.63991898148 3.39
"1840" 2298.65800925926 3.56
"1841" 2298.88332175926 3.51
"1842" 2299.23086805556 4.5
"1843" 2299.89311342593 3.29
"1844" 2299.89778935185 4.04
"1845" 2300.08844907407 3.04
"1846" 2301.43386574074 3.74
"1847" 2303.34069444444 3.13
"1848" 2304.68768518518 3.16
"1849" 2305.76896990741 3.63
"1850" 2312.65349537037 4.01
"1851" 2313.01695601852 3.05
"1852" 2314.05902777778 3.06
"1853" 2314.17638888889 3.04
"1854" 2316.58583333333 3.18
"1855" 2321.89247685185 3.03
"1856" 2324.91982638889 3
"1857" 2325.65584490741 3.04
"1858" 2328.01266203704 3.52
"1859" 2329.00185185185 3.23
"1860" 2329.10603009259 3.36
"1861" 2331.03886574074 3.49
"1862" 2336.90603009259 3.13
"1863" 2337.60290509259 3.3
"1864" 2343.02730324074 3.57
"1865" 2345.82596064815 3.11
"1866" 2346.38655092593 3.81
"1867" 2351.29517361111 3.56
"1868" 2359.54728009259 3.78
"1869" 2363.74083333333 3.84
"1870" 2363.74121527778 3.75
"1871" 2363.74392361111 3.59
"1872" 2363.75607638889 3.63
"1873" 2363.75767361111 3.28
"1874" 2363.77515046296 3.33
"1875" 2364.89831018519 3.14
"1876" 2373.28256944444 3.24
"1877" 2381.72957175926 3.07
"1878" 2381.74645833333 3.57
"1879" 2385.56050925926 3.43
"1880" 2386.27579861111 3.51
"1881" 2389.26209490741 3.25
"1882" 2392.09016203704 3.19
"1883" 2392.65314814815 3.36
"1884" 2395.3058912037 3.02
"1885" 2404.46069444444 3.07
"1886" 2404.47018518519 3.11
"1887" 2404.52179398148 3.04
"1888" 2405.33384259259 3.19
"1889" 2406.71030092593 3.44
"1890" 2409.18545138889 4.11
"1891" 2409.18614583333 3.03
"1892" 2410.20204861111 3.07
"1893" 2412.844375 3.17
"1894" 2414.34563657407 3.48
"1895" 2432.43146990741 3.45
"1896" 2434.33737268519 4.08
"1897" 2434.34967592593 3.16
"1898" 2434.43394675926 3.18
"1899" 2434.44305555556 4.49
"1900" 2434.45576388889 3.29
"1901" 2434.47532407407 3.34
"1902" 2434.53822916667 3.16
"1903" 2436.6308912037 3.24
"1904" 2436.72262731481 3.51
"1905" 2443.23071759259 3.35
"1906" 2444.57851851852 3.01
"1907" 2446.56730324074 3.33
"1908" 2447.2134375 3.01
"1909" 2450.08450231481 3.17
"1910" 2458.17530092593 3.03
"1911" 2464.71511574074 3.12
"1912" 2468.60846064815 3
"1913" 2469.42909722222 3.63
"1914" 2473.46002314815 3.38
"1915" 2473.46070601852 3.2
"1916" 2473.57980324074 3
"1917" 2473.72300925926 3.19
"1918" 2475.370625 3.1
"1919" 2482.64600694444 3.27
"1920" 2483.01523148148 3.8
"1921" 2486.01177083333 3.35
"1922" 2489.4172337963 3.47
"1923" 2495.37715277778 3.13
"1924" 2500.49429398148 3.29
"1925" 2500.92707175926 3.01
"1926" 2502.79712962963 3.35
"1927" 2504.6328587963 3.53
"1928" 2504.63364583333 3
"1929" 2506.48349537037 3.54
"1930" 2510.14877314815 3.08
"1931" 2510.89847222222 3.32
"1932" 2512.94061342593 3.17
"1933" 2520.82574074074 3.05
"1934" 2522.80967592593 3.18
"1935" 2523.40394675926 3.01
"1936" 2525.51805555556 3.11
"1937" 2526.6525462963 3.18
"1938" 2526.66300925926 3.14
"1939" 2526.70005787037 3.03
"1940" 2528.43112268519 3.08
"1941" 2535.44038194444 3.29
"1942" 2539.12497685185 3.28
"1943" 2539.93232638889 3.53
"1944" 2543.07246527778 3.54
"1945" 2544.03938657407 4.25
"1946" 2545.12832175926 3.16
"1947" 2545.90899305556 3.04
"1948" 2546.01103009259 3.42
"1949" 2546.08209490741 3
"1950" 2546.71126157407 3.17
"1951" 2552.90962962963 3.07
"1952" 2559.29662037037 3.5
"1953" 2562.4019212963 3.01
"1954" 2566.25630787037 3.09
"1955" 2568.15458333333 3.23
"1956" 2572.92771990741 3.45
"1957" 2577.20981481482 3.01
"1958" 2577.44961805556 3
"1959" 2587.36047453704 3.46
"1960" 2588.24913194444 3
"1961" 2588.31130787037 3.36
"1962" 2589.67657407407 3.01
"1963" 2592.02675925926 4.26
"1964" 2593.00648148148 3.7
"1965" 2594.6059837963 3.2
"1966" 2595.95636574074 3.32
"1967" 2602.08163194444 3.17
"1968" 2603.9034375 3.14
"1969" 2607.3559837963 3.75
"1970" 2611.44416666667 3.44
"1971" 2619.06961805556 3.33
"1972" 2620.32605324074 3.09
"1973" 2620.77047453704 3.88
"1974" 2622.53011574074 3.05
"1975" 2623.18165509259 3.04
"1976" 2623.72748842593 3.64
"1977" 2630.42107638889 3.03
"1978" 2633.22626157407 3.55
"1979" 2637.34925925926 3.09
"1980" 2638.30415509259 3.2
"1981" 2642.21712962963 3.09
"1982" 2644.53813657407 3.16
"1983" 2646.56204861111 3.59
"1984" 2650.06233796296 3.59
"1985" 2651.30304398148 3.27
"1986" 2655.61898148148 3.58
"1987" 2659.11465277778 3.69
"1988" 2660.65461805556 3.32
"1989" 2666.043125 3.16
"1990" 2666.33209490741 3.2
"1991" 2666.35847222222 3.1
"1992" 2669.92516203704 3.07
"1993" 2674.46615740741 3.03
"1994" 2675.58666666667 3.45
"1995" 2680.08016203704 3.22
"1996" 2681.25340277778 3.22
"1997" 2696.91728009259 3.59
"1998" 2696.91956018519 3.36
"1999" 2698.3465162037 3.12
"2000" 2701.04760416667 3.36
"2001" 2704.79082175926 3.69
"2002" 2704.80553240741 3.12
"2003" 2707.83450231481 3.06
"2004" 2709.5946412037 3.08
"2005" 2716.54762731482 3.05
"2006" 2718.20715277778 3.11
"2007" 2718.60365740741 3.07
"2008" 2720.45548611111 3.26
"2009" 2721.75631944444 3.28
"2010" 2722.47206018519 3.02
"2011" 2722.79137731481 3.14
"2012" 2723.78221064815 3.12
"2013" 2726.55215277778 3.12
"2014" 2727.07849537037 3.14
"2015" 2729.02896990741 3.28
"2016" 2735.90548611111 5.8
"2017" 2735.90767361111 3.09
"2018" 2735.91634259259 3.53
"2019" 2735.94303240741 3.95
"2020" 2735.96960648148 3.18
"2021" 2735.99913194444 3.36
"2022" 2736.00063657407 4.3
"2023" 2736.07844907407 3.2
"2024" 2737.03725694444 3.61
"2025" 2737.03740740741 4.09
"2026" 2742.42263888889 3.03
"2027" 2742.42414351852 3.12
"2028" 2743.02913194444 4.13
"2029" 2744.24627314815 3.98
"2030" 2746.67096064815 3.81
"2031" 2748.93847222222 3.13
"2032" 2754.07256944444 3.36
"2033" 2756.40388888889 4.12
"2034" 2770.3530787037 3.49
"2035" 2771.70820601852 3.6
"2036" 2772.78762731481 3.19
"2037" 2774.33605324074 3.01
"2038" 2774.89900462963 3.06
"2039" 2783.20167824074 3.28
"2040" 2792.61666666667 3.15
"2041" 2792.661875 3.03
"2042" 2794.54334490741 3.15
"2043" 2798.83931712963 3.19
"2044" 2806.27853009259 3.01
"2045" 2806.50822916667 3.72
"2046" 2808.61799768519 3
"2047" 2809.60420138889 3.17
"2048" 2809.61596064815 3.23
"2049" 2814.03784722222 3.26
"2050" 2814.9512037037 3.33
"2051" 2815.12077546296 3.39
"2052" 2817.17393518518 5.01
"2053" 2818.83604166667 3.23
"2054" 2822.91331018518 3.33
"2055" 2824.45203703704 3.01
"2056" 2825.89548611111 3.56
"2057" 2832.07107638889 3.3
"2058" 2832.56721064815 3.29
"2059" 2835.46988425926 3.25
"2060" 2835.54913194444 3.12
"2061" 2841.78533564815 3.31
"2062" 2841.9024537037 4.01
"2063" 2841.90608796296 3.57
"2064" 2841.91515046296 3.03
"2065" 2841.91584490741 3.16
"2066" 2841.93165509259 3.17
"2067" 2847.78559027778 3.01
"2068" 2850.01780092593 3.13
"2069" 2852.82853009259 3.74
"2070" 2854.88883101852 3.09
"2071" 2857.20422453704 3.74
"2072" 2858.47712962963 3.3
"2073" 2861.55989583333 3
"2074" 2861.91984953704 3.36
"2075" 2861.92540509259 3.19
"2076" 2868.45890046296 3.4
"2077" 2869.29737268519 3.37
"2078" 2869.39387731481 3.35
"2079" 2869.88967592593 3.05
"2080" 2871.53711805556 3.44
"2081" 2872.62543981481 3
"2082" 2880.74662037037 3.76
"2083" 2880.7546875 3.52
"2084" 2880.75644675926 3.14
"2085" 2880.75863425926 3.7
"2086" 2885.77459490741 3.07
"2087" 2887.0727662037 3.39
"2088" 2890.61521990741 3.17
"2089" 2893.4316087963 3.34
"2090" 2894.63260416667 4.27
"2091" 2894.67850694444 4.09
"2092" 2897.10251157407 3.12
"2093" 2899.37680555556 3.27
"2094" 2910.47186342593 3.49
"2095" 2910.77672453704 4.15
"2096" 2916.19471064815 3.07
"2097" 2917.02855324074 3.65
"2098" 2925.48387731481 3.07
"2099" 2926.21820601852 3.07
"2100" 2926.64435185185 3.11
"2101" 2928.13854166667 3.37
"2102" 2931.02696759259 3.04
"2103" 2931.9878125 3.36
"2104" 2932.10231481482 3.11
"2105" 2933.2094212963 3.21
"2106" 2936.54085648148 3.68
"2107" 2938.68555555556 3.16
"2108" 2944.66351851852 3.36
"2109" 2944.86853009259 3.1
"2110" 2948.09748842593 3.52
"2111" 2965.7534837963 3.41
"2112" 2965.75695601852 3.2
"2113" 2970.91488425926 3.45
"2114" 2971.17085648148 3.08
"2115" 2971.80513888889 4.06
"2116" 2971.85045138889 3.88
"2117" 2972.01663194444 3.31
"2118" 2972.09520833333 3.07
"2119" 2972.9087037037 3.13
"2120" 2972.97516203704 3.28
"2121" 2973.51243055556 3.54
"2122" 2973.95814814815 3.44
"2123" 2974.00872685185 3.26
"2124" 2974.13869212963 3.32
"2125" 2974.48078703704 3.62
"2126" 2976.90471064815 3.08
"2127" 2980.45820601852 3.09
"2128" 2980.47869212963 3.4
"2129" 2980.59113425926 3.59
"2130" 2980.60799768519 3.41
"2131" 2984.25905092593 3.23
"2132" 2984.67209490741 3.8
"2133" 2986.12946759259 4.3
"2134" 2987.10025462963 3.84
"2135" 2988.5512962963 3.14
"2136" 2989.75612268518 3.11
"2137" 2991.48864583333 3.03
"2138" 2994.65780092593 3
"2139" 2998.09962962963 3.02
"2140" 2998.13914351852 3.56
"2141" 2998.83096064815 3.9
"2142" 2999.62206018519 3.59
"2143" 2999.62233796296 3.24
"2144" 3009.15408564815 3.49
"2145" 3015.19878472222 3.33
"2146" 3018.88393518518 3.18
"2147" 3019.41799768519 3.02
"2148" 3020.09065972222 3.26
"2149" 3023.13428240741 3.43
"2150" 3023.46965277778 3.66
"2151" 3025.87767361111 3.05
"2152" 3028.08734953704 3.47
"2153" 3034.99508101852 3.42
"2154" 3035.39269675926 4.54
"2155" 3035.39388888889 3.25
"2156" 3035.49332175926 6.1
"2157" 3035.49599537037 3.5
"2158" 3035.49684027778 3.32
"2159" 3035.49746527778 3.65
"2160" 3035.49793981482 3.41
"2161" 3035.50528935185 3.03
"2162" 3035.50706018518 4
"2163" 3035.50726851852 4.3
"2164" 3035.50806712963 3.27
"2165" 3035.51548611111 3.83
"2166" 3035.51590277778 3.19
"2167" 3035.51615740741 4.01
"2168" 3035.5171412037 3.27
"2169" 3035.52556712963 3.49
"2170" 3035.53193287037 3.09
"2171" 3035.53699074074 3.28
"2172" 3035.53905092593 3.24
"2173" 3035.5403587963 3.5
"2174" 3035.54633101852 3.39
"2175" 3035.54994212963 3.58
"2176" 3035.5503587963 3
"2177" 3035.55266203704 3.27
"2178" 3035.55384259259 3.38
"2179" 3035.55467592593 3.17
"2180" 3035.5608912037 3.23
"2181" 3035.56563657407 3.15
"2182" 3035.56699074074 3.56
"2183" 3035.56960648148 3.81
"2184" 3035.57671296296 3.73
"2185" 3035.57690972222 3.34
"2186" 3035.57751157407 3.27
"2187" 3035.5828125 3.11
"2188" 3035.58546296296 3
"2189" 3035.58615740741 3.11
"2190" 3035.59777777778 3.5
"2191" 3035.59831018519 3.48
"2192" 3035.59842592593 3.5
"2193" 3035.61138888889 3.07
"2194" 3035.61609953704 3.36
"2195" 3035.6178125 3.14
"2196" 3035.6483912037 3.89
"2197" 3035.65306712963 3.22
"2198" 3035.6558912037 3.3
"2199" 3035.65640046296 3
"2200" 3035.65768518519 3.37
"2201" 3035.65787037037 3.64
"2202" 3035.67478009259 3.53
"2203" 3035.69505787037 3.27
"2204" 3035.69743055556 3.02
"2205" 3035.69899305556 3.29
"2206" 3035.69998842593 3.32
"2207" 3035.70584490741 3.06
"2208" 3035.70704861111 3.78
"2209" 3035.70903935185 3.19
"2210" 3035.71045138889 3.23
"2211" 3035.71746527778 3.19
"2212" 3035.72092592593 3.23
"2213" 3035.7475462963 3.15
"2214" 3035.75065972222 3.19
"2215" 3035.75226851852 3.09
"2216" 3035.75824074074 3.28
"2217" 3035.75840277778 3.56
"2218" 3035.77700231482 3.62
"2219" 3035.77994212963 3.24
"2220" 3035.80331018519 3.61
"2221" 3035.80662037037 3.48
"2222" 3035.80703703704 3.43
"2223" 3035.81311342593 3.03
"2224" 3035.81616898148 3.4
"2225" 3035.82842592593 3.03
"2226" 3035.85767361111 3.08
"2227" 3035.85829861111 4.14
"2228" 3035.85908564815 3.49
"2229" 3035.8666087963 3.05
"2230" 3035.88332175926 3.13
"2231" 3035.89409722222 3.17
"2232" 3035.90553240741 3.33
"2233" 3035.90921296296 3.01
"2234" 3035.90928240741 3.3
"2235" 3035.91190972222 3.45
"2236" 3035.91231481481 3.48
"2237" 3036.04291666667 3.13
"2238" 3036.0462962963 3.72
"2239" 3036.08059027778 4.24
"2240" 3036.2290162037 3.19
"2241" 3036.265625 3.09
"2242" 3036.34434027778 3.11
"2243" 3036.41681712963 3.4
"2244" 3036.43748842593 3.6
"2245" 3036.53311342593 3.17
"2246" 3036.555 3.07
"2247" 3036.68200231481 3.03
"2248" 3036.69627314815 3.18
"2249" 3036.76722222222 3.39
"2250" 3036.9556712963 3.09
"2251" 3036.95908564815 3.16
"2252" 3036.97013888889 3.57
"2253" 3037.09232638889 3.18
"2254" 3037.09612268519 3.15
"2255" 3037.12327546296 3.55
"2256" 3037.154375 3.34
"2257" 3037.17349537037 3.23
"2258" 3037.26896990741 3.28
"2259" 3037.38451388889 3.47
"2260" 3037.38503472222 3.18
"2261" 3037.48671296296 3.15
"2262" 3037.52780092593 3.75
"2263" 3037.64655092593 3
"2264" 3037.69075231481 3.94
"2265" 3037.70946759259 3.19
"2266" 3037.78894675926 3.01
"2267" 3038.11069444444 3.54
"2268" 3038.42219907407 3.63
"2269" 3038.53770833333 3.82
"2270" 3038.54224537037 3.18
"2271" 3038.55981481481 4.47
"2272" 3038.56015046296 3.5
"2273" 3038.56078703704 3
"2274" 3038.5609837963 3
"2275" 3038.70130787037 3.42
"2276" 3038.70538194444 3.7
"2277" 3039.00987268518 3.33
"2278" 3039.01502314815 4.42
"2279" 3039.03384259259 3.24
"2280" 3039.04465277778 3.41
"2281" 3039.12928240741 3.04
"2282" 3039.42452546296 4.35
"2283" 3039.42540509259 3
"2284" 3039.45099537037 3.76
"2285" 3039.45291666667 3.43
"2286" 3039.63443287037 3.29
"2287" 3039.64521990741 3.28
"2288" 3039.84803240741 3.06
"2289" 3039.85299768519 3.5
"2290" 3039.85324074074 3.79
"2291" 3040.05516203704 3.01
"2292" 3040.60606481481 3.13
"2293" 3040.73185185185 3.08
"2294" 3040.75925925926 3.97
"2295" 3040.77238425926 3.17
"2296" 3040.77321759259 4.09
"2297" 3040.89375 3.88
"2298" 3040.89775462963 3.1
"2299" 3040.93421296296 3.52
"2300" 3041.1084837963 3.62
"2301" 3041.34519675926 3.5
"2302" 3041.35009259259 3.34
"2303" 3041.4262962963 3
"2304" 3041.84081018519 3.05
"2305" 3042.06435185185 3.07
"2306" 3042.36855324074 3.96
"2307" 3042.85606481481 3.15
"2308" 3043.15037037037 3.1
"2309" 3043.23824074074 3.02
"2310" 3043.5440625 3.41
"2311" 3043.63828703704 3
"2312" 3043.79128472222 3.01
"2313" 3043.86020833333 3.97
"2314" 3044.58648148148 3.01
"2315" 3044.82408564815 4.18
"2316" 3044.82422453704 4.1
"2317" 3044.85409722222 3.1
"2318" 3044.86248842593 3.23
"2319" 3045.09054398148 3.6
"2320" 3045.31746527778 3.31
"2321" 3046.34446759259 4.19
"2322" 3046.34459490741 3
"2323" 3046.60016203704 3.18
"2324" 3046.97209490741 4.98
"2325" 3046.99122685185 3.03
"2326" 3047.33020833333 3.31
"2327" 3047.33800925926 3.1
"2328" 3048.36135416667 3.25
"2329" 3048.40188657407 4.83
"2330" 3048.43064814815 3.1
"2331" 3048.50744212963 3.51
"2332" 3048.9803587963 3.23
"2333" 3049.02869212963 3.58
"2334" 3049.39923611111 3.42
"2335" 3049.80868055556 3.35
"2336" 3050.92429398148 3.03
"2337" 3052.10609953704 3.13
"2338" 3052.39335648148 3.14
"2339" 3053.03547453704 3.02
"2340" 3054.39665509259 4.38
"2341" 3054.39684027778 4.44
"2342" 3054.39782407407 3.9
"2343" 3054.41621527778 3.36
"2344" 3054.65398148148 3.13
"2345" 3055.08039351852 3.2
"2346" 3056.5821412037 3.02
"2347" 3056.76549768519 3.01
"2348" 3057.35891203704 3.26
"2349" 3057.68336805556 3.03
"2350" 3059.39418981482 3.14
"2351" 3059.5566087963 3.34
"2352" 3060.30733796296 3.64
"2353" 3060.94741898148 4.96
"2354" 3060.94796296296 3.9
"2355" 3061.15064814815 3.05
"2356" 3061.15255787037 3.02
"2357" 3061.2849537037 3.33
"2358" 3061.80239583333 3.2
"2359" 3061.80523148148 3.12
"2360" 3064.04824074074 3.18
"2361" 3066.0575462963 3.04
"2362" 3066.8072337963 3.98
"2363" 3071.203125 3.53
"2364" 3072.00210648148 3.06
"2365" 3072.63876157407 3.12
"2366" 3073.74532407407 3.14
"2367" 3073.77690972222 3.62
"2368" 3076.66296296296 3.1
"2369" 3077.51553240741 3.01
"2370" 3078.00657407407 3.22
"2371" 3078.4315625 3.03
"2372" 3078.43445601852 3.54
"2373" 3079.15909722222 3.24
"2374" 3084.30855324074 4.34
"2375" 3084.40347222222 3.32
"2376" 3086.26722222222 3.48
"2377" 3087.95193287037 3.17
"2378" 3089.24710648148 3.23
"2379" 3091.62931712963 3.01
"2380" 3091.7021412037 3.1
"2381" 3093.1544212963 3.51
"2382" 3096.01209490741 3.14
"2383" 3097.62828703704 3.58
"2384" 3099.88646990741 3.34
"2385" 3101.53797453704 3.6
"2386" 3101.69618055556 3.07
"2387" 3101.69633101852 3.09
"2388" 3101.78997685185 7.3
"2389" 3101.79217592593 5.77
"2390" 3101.7925462963 5.7
"2391" 3101.79324074074 5
"2392" 3101.79341435185 5
"2393" 3101.79372685185 4.5
"2394" 3101.80403935185 3.5
"2395" 3101.80475694444 3
"2396" 3101.80607638889 4
"2397" 3101.80965277778 4.29
"2398" 3101.81085648148 4.2
"2399" 3101.81712962963 5.49
"2400" 3101.82005787037 5.41
"2401" 3101.82219907407 4.44
"2402" 3101.82635416667 3.27
"2403" 3101.83065972222 4.29
"2404" 3101.83796296296 4
"2405" 3101.83805555556 4.3
"2406" 3101.8390625 3.5
"2407" 3101.84085648148 4.87
"2408" 3101.84278935185 3.8
"2409" 3101.84569444444 4.11
"2410" 3101.84600694444 4.5
"2411" 3101.84680555556 3.22
"2412" 3101.8494212963 3.36
"2413" 3101.84982638889 3.68
"2414" 3101.85144675926 4.88
"2415" 3101.85302083333 4.65
"2416" 3101.8580787037 3
"2417" 3101.85833333333 3
"2418" 3101.86174768519 4.17
"2419" 3101.86586805556 3
"2420" 3101.86824074074 4.22
"2421" 3101.86858796296 4.95
"2422" 3101.86924768518 4
"2423" 3101.86996527778 3.5
"2424" 3101.87327546296 3.09
"2425" 3101.88157407407 4.14
"2426" 3101.88224537037 3.01
"2427" 3101.89516203704 4.03
"2428" 3101.89614583333 3
"2429" 3101.89732638889 3.54
"2430" 3101.89756944444 3.4
"2431" 3101.89969907407 3.32
"2432" 3101.90215277778 4.35
"2433" 3101.90335648148 3
"2434" 3101.90497685185 3
"2435" 3101.90510416667 5.53
"2436" 3101.91613425926 3.37
"2437" 3101.92003472222 4.54
"2438" 3101.92048611111 6.3
"2439" 3101.92225694444 3
"2440" 3101.92390046296 3
"2441" 3101.92474537037 3
"2442" 3101.92746527778 3
"2443" 3101.92858796296 4
"2444" 3101.92863425926 4.66
"2445" 3101.92954861111 4.58
"2446" 3101.93074074074 4
"2447" 3101.93287037037 3.66
"2448" 3101.93366898148 4.76
"2449" 3101.93425925926 4.27
"2450" 3101.93534722222 3.5
"2451" 3101.94854166667 4.18
"2452" 3101.94916666667 3
"2453" 3101.94925925926 3.73
"2454" 3101.95016203704 3.16
"2455" 3101.95363425926 4.15
"2456" 3101.95511574074 3.1
"2457" 3101.95568287037 4.01
"2458" 3101.95626157407 3.16
"2459" 3101.95920138889 4.33
"2460" 3101.96431712963 4.18
"2461" 3101.96519675926 4.21
"2462" 3101.9655787037 4.2
"2463" 3101.96907407407 3.2
"2464" 3101.96944444444 3
"2465" 3101.9703587963 4.24
"2466" 3101.97721064815 3
"2467" 3101.9806712963 4.34
"2468" 3101.98134259259 4.12
"2469" 3101.98193287037 3.2
"2470" 3101.98240740741 3.3
"2471" 3101.98273148148 3.5
"2472" 3101.98658564815 3.62
"2473" 3101.98974537037 3
"2474" 3101.99247685185 3.43
"2475" 3101.99476851852 3.65
"2476" 3101.99560185185 3
"2477" 3101.99851851852 3
"2478" 3102.00106481481 4.98
"2479" 3102.00277777778 3
"2480" 3102.00293981481 3.52
"2481" 3102.00413194444 5.26
"2482" 3102.00741898148 3.34
"2483" 3102.01001157407 3
"2484" 3102.01016203704 3.68
"2485" 3102.0115162037 4.34
"2486" 3102.01284722222 4.19
"2487" 3102.01298611111 3.5
"2488" 3102.01344907407 3.5
"2489" 3102.01489583333 4.16
"2490" 3102.01784722222 3.58
"2491" 3102.02177083333 4.14
"2492" 3102.02256944444 3.98
"2493" 3102.02758101852 3.5
"2494" 3102.02768518518 4.04
"2495" 3102.02873842593 3.5
"2496" 3102.02953703704 3.94
"2497" 3102.03090277778 3.99
"2498" 3102.03164351852 3.63
"2499" 3102.0337037037 4.46
"2500" 3102.03655092593 3.52
"2501" 3102.0369212963 3
"2502" 3102.03806712963 3.28
"2503" 3102.04200231481 3.82
"2504" 3102.04296296296 3.38
"2505" 3102.05100694444 3
"2506" 3102.05439814815 3.82
"2507" 3102.05753472222 3.17
"2508" 3102.05828703704 3.36
"2509" 3102.059375 3.56
"2510" 3102.05947916667 3.3
"2511" 3102.0597337963 3
"2512" 3102.06010416667 3.54
"2513" 3102.06079861111 3.35
"2514" 3102.06608796296 3
"2515" 3102.06988425926 3.17
"2516" 3102.0721875 3.44
"2517" 3102.07530092593 3.05
"2518" 3102.07868055556 3.53
"2519" 3102.07988425926 3.55
"2520" 3102.08070601852 3
"2521" 3102.08188657407 3
"2522" 3102.08248842593 3.27
"2523" 3102.08291666667 3.05
"2524" 3102.08363425926 3.8
"2525" 3102.09116898148 3.8
"2526" 3102.09243055556 3.65
"2527" 3102.09663194444 3.73
"2528" 3102.10181712963 4.17
"2529" 3102.10444444444 3.6
"2530" 3102.10811342593 3
"2531" 3102.10875 3.53
"2532" 3102.11266203704 3.7
"2533" 3102.1128125 3.5
"2534" 3102.11319444444 3
"2535" 3102.1158912037 3.47
"2536" 3102.12046296296 3.07
"2537" 3102.12155092593 3.24
"2538" 3102.12420138889 3.03
"2539" 3102.1258912037 3.38
"2540" 3102.12806712963 3.63
"2541" 3102.12883101852 3.22
"2542" 3102.13197916667 3.24
"2543" 3102.13274305556 3.2
"2544" 3102.1337962963 3.07
"2545" 3102.13424768519 3.2
"2546" 3102.13515046296 3.02
"2547" 3102.13540509259 3.69
"2548" 3102.13645833333 3.15
"2549" 3102.13774305556 3.03
"2550" 3102.13827546296 3.01
"2551" 3102.14118055556 3.6
"2552" 3102.15123842593 3.1
"2553" 3102.15751157407 3.46
"2554" 3102.16078703704 4.12
"2555" 3102.16306712963 3.3
"2556" 3102.16542824074 3.58
